experiment,feature_set,model,fold,accuracy,balanced_accuracy,roc_auc,pr_auc,f1,precision,recall_sensitivity,specificity,tp,fp,tn,fn
pca20_rbf_svm_t1_only,t1_only,pca20_rbf_svm,14,0.8947368421052632,0.8544061302681992,0.9655172413793104,0.9194444444444445,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.9310344827586207,7,2,27,2
pca20_rbf_svm_t1_only,t1_only,pca20_rbf_svm,15,0.9210526315789473,0.8333333333333333,1.0,1.0000000000000002,0.8,1.0,0.6666666666666666,1.0,6,0,29,3
pca50_rbf_svm_t1_only,t1_only,pca50_rbf_svm,1,0.8421052631578947,0.625,0.9375,0.8052579365079364,0.4,1.0,0.25,1.0,2,0,30,6
pca50_rbf_svm_t1_only,t1_only,pca50_rbf_svm,2,0.9210526315789473,0.8583333333333334,0.9708333333333333,0.9126984126984127,0.8,0.8571428571428571,0.75,0.9666666666666667,6,1,29,2
pca50_rbf_svm_t1_only,t1_only,pca50_rbf_svm,3,0.8157894736842105,0.6877394636015326,0.8850574712643678,0.7867724867724868,0.5333333333333333,0.6666666666666666,0.4444444444444444,0.9310344827586207,4,2,27,5
pca50_rbf_svm_t1_only,t1_only,pca50_rbf_svm,4,0.868421052631579,0.7222222222222222,0.9386973180076628,0.8368706910373578,0.6153846153846154,1.0,0.4444444444444444,1.0,4,0,29,5
pca50_rbf_svm_t1_only,t1_only,pca50_rbf_svm,5,0.8157894736842105,0.6877394636015326,0.89272030651341,0.7668571681729577,0.5333333333333333,0.6666666666666666,0.4444444444444444,0.9310344827586207,4,2,27,5
pca50_rbf_svm_t1_only,t1_only,pca50_rbf_svm,6,0.8947368421052632,0.7958333333333334,0.9791666666666666,0.906795634920635,0.7142857142857143,0.8333333333333334,0.625,0.9666666666666667,5,1,29,3
pca50_rbf_svm_t1_only,t1_only,pca50_rbf_svm,7,0.9473684210526315,0.875,0.9875,0.9659090909090909,0.8571428571428571,1.0,0.75,1.0,6,0,30,2
pca50_rbf_svm_t1_only,t1_only,pca50_rbf_svm,8,0.7631578947368421,0.5766283524904214,0.7739463601532568,0.46348687623197427,0.3076923076923077,0.5,0.2222222222222222,0.9310344827586207,2,2,27,7
pca50_rbf_svm_t1_only,t1_only,pca50_rbf_svm,9,0.7894736842105263,0.5938697318007663,0.8697318007662835,0.6557371096586784,0.3333333333333333,0.6666666666666666,0.2222222222222222,0.9655172413793104,2,1,28,7
pca50_rbf_svm_t1_only,t1_only,pca50_rbf_svm,10,0.7105263157894737,0.5421455938697317,0.6513409961685823,0.3641460582839894,0.26666666666666666,0.3333333333333333,0.2222222222222222,0.8620689655172413,2,4,25,7
pca50_rbf_svm_t1_only,t1_only,pca50_rbf_svm,11,0.7894736842105263,0.5458333333333334,0.7916666666666667,0.5316072816072817,0.2,0.5,0.125,0.9666666666666667,1,1,29,7
pca50_rbf_svm_t1_only,t1_only,pca50_rbf_svm,12,0.8947368421052632,0.7958333333333334,0.9333333333333333,0.7783234126984128,0.7142857142857143,0.8333333333333334,0.625,0.9666666666666667,5,1,29,3
pca50_rbf_svm_t1_only,t1_only,pca50_rbf_svm,13,0.8421052631578947,0.7432950191570882,0.8812260536398467,0.7872100122100123,0.625,0.7142857142857143,0.5555555555555556,0.9310344827586207,5,2,27,4
